"Politics","Count","district"
"Very Liberal","140000","US:NJ09"
"Liberal","210000","US:NJ09"
"Moderate","85000","US:NJ09"
"Conservative","24000","US:NJ09"
"Very Conservative","13000","US:NJ09"
