"Politics","Count","district"
"Very Liberal","370000","US:NJ10"
"Liberal","280000","US:NJ10"
"Moderate","93000","US:NJ10"
"Conservative","26000","US:NJ10"
"Very Conservative","14000","US:NJ10"
