"Politics","Count","district"
"Very Liberal","320000","US:NJ08"
"Liberal","360000","US:NJ08"
"Moderate","100000","US:NJ08"
"Conservative","28000","US:NJ08"
"Very Conservative","15000","US:NJ08"
