"Politics","Count","district"
"Very Liberal","78000","US:AZ03"
"Liberal","230000","US:AZ03"
"Moderate","200000","US:AZ03"
"Conservative","110000","US:AZ03"
"Very Conservative","62000","US:AZ03"
