"Politics","Count","district"
"Very Liberal","89000","US:AZ09"
"Liberal","220000","US:AZ09"
"Moderate","230000","US:AZ09"
"Conservative","140000","US:AZ09"
"Very Conservative","81000","US:AZ09"
