"Politics","Count","district"
"Very Liberal","66000","US:NJ05"
"Liberal","140000","US:NJ05"
"Moderate","130000","US:NJ05"
"Conservative","54000","US:NJ05"
"Very Conservative","26000","US:NJ05"
