"Politics","Count","district"
"Very Liberal","40000","US:AZ05"
"Liberal","110000","US:AZ05"
"Moderate","170000","US:AZ05"
"Conservative","160000","US:AZ05"
"Very Conservative","100000","US:AZ05"
