"Politics","Count","district"
"Very Liberal","79000","US:NJ02"
"Liberal","140000","US:NJ02"
"Moderate","170000","US:NJ02"
"Conservative","72000","US:NJ02"
"Very Conservative","31000","US:NJ02"
