"Politics","Count","district"
"Very Liberal","110000","US:NJ07"
"Liberal","200000","US:NJ07"
"Moderate","160000","US:NJ07"
"Conservative","60000","US:NJ07"
"Very Conservative","27000","US:NJ07"
