"Politics","Count","district"
"Very Liberal","160000","US:NJ12"
"Liberal","230000","US:NJ12"
"Moderate","120000","US:NJ12"
"Conservative","38000","US:NJ12"
"Very Conservative","19000","US:NJ12"
