"Politics","Count","district"
"Very Liberal","33000","US:AZ04"
"Liberal","100000","US:AZ04"
"Moderate","180000","US:AZ04"
"Conservative","190000","US:AZ04"
"Very Conservative","120000","US:AZ04"
