"Politics","Count","district"
"Very Liberal","85000","US:NJ11"
"Liberal","170000","US:NJ11"
"Moderate","140000","US:NJ11"
"Conservative","51000","US:NJ11"
"Very Conservative","26000","US:NJ11"
