"Politics","Count","district"
"Very Liberal","78000","US:AZ06"
"Liberal","200000","US:AZ06"
"Moderate","250000","US:AZ06"
"Conservative","180000","US:AZ06"
"Very Conservative","100000","US:AZ06"
