"Politics","Count","district"
"Very Liberal","47000","US:AZ08"
"Liberal","130000","US:AZ08"
"Moderate","170000","US:AZ08"
"Conservative","150000","US:AZ08"
"Very Conservative","83000","US:AZ08"
