status_id,created_at,user_id,screen_name,text,source,reply_to_status_id,reply_to_user_id,reply_to_screen_name,is_quote,is_retweet,favorite_count,retweet_count,ext_media_type,lang,quoted_status_id,quoted_text,retweet_status_id,retweet_text,place_url,place_name,place_full_name,place_type,country,country_code,total_interactions
1048893397086425088,2018-10-07T11:10:48Z,144592995,Rbloggers,Queueing Notation https://t.co/oF7QD0ByuW #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,9,1,NA,fr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
1048849238883491842,2018-10-07T08:15:19Z,144592995,Rbloggers,"Experiments with summarise(); or, when does x=x[[1]]? https://t.co/kuDdPMlAYF #rstats #DataScience",r-bloggers.com,NA,NA,NA,FALSE,FALSE,8,1,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
1048849212329287680,2018-10-07T08:15:13Z,144592995,Rbloggers,"Experiments with count(), tally(), and summarise(): how to count and sum and list elements of https://t.co/crb1nCsFrC #rstats #DataScience",r-bloggers.com,NA,NA,NA,FALSE,FALSE,33,10,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43
1048836655271108608,2018-10-07T07:25:19Z,144592995,Rbloggers,Make more useless packages! https://t.co/32AEYBrHFU #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,17,7,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
1048827847761186817,2018-10-07T06:50:19Z,144592995,Rbloggers,The “Gold Standard” of Data Science Project Management https://t.co/A181CY1zFO #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,62,16,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78
1048819032600846336,2018-10-07T06:15:18Z,144592995,Rbloggers,New Vertabelo Academy Course on Data Visualization: Share Your Insights With Everyone! https://t.co/XrhUIbEWAg #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,7,1,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8
1048803956833628161,2018-10-07T05:15:23Z,144592995,Rbloggers,Using UMAP in R with rPython https://t.co/FiKWwL4jS9 #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,23,5,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28
1048798894526742528,2018-10-07T04:55:16Z,144592995,Rbloggers,Environmental Performance Index – Simple Scatter Plot https://t.co/8ES0PCzGGg #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,14,1,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
1048790127529644032,2018-10-07T04:20:26Z,144592995,Rbloggers,Combining automatically factor levels in R https://t.co/ws62azcDQA #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,26,7,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33
1048788833997938688,2018-10-07T04:15:18Z,144592995,Rbloggers,RcppCCTZ 0.2.4 https://t.co/fhuSU29Fbo #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,5,2,NA,tl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
1048767463817666562,2018-10-07T02:50:23Z,144592995,Rbloggers,🐍 Custom set up of keras and TensorFlow for R and Python https://t.co/U0rpGbReKV #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,28,8,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
1048744769420218368,2018-10-07T01:20:12Z,144592995,Rbloggers,Drilling into non-rectangular data with purrr https://t.co/rvu7aWeUmD #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,24,6,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
1048741014037549057,2018-10-07T01:05:17Z,144592995,Rbloggers,Deep Learning with Keras – using R (talk) https://t.co/FrmA9UtkiP #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,33,4,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37
1048729732223840256,2018-10-07T00:20:27Z,144592995,Rbloggers,Scraping Tables from Wikipedia for Visualizing Climate Data https://t.co/gvcS3T005t #rstats #DataScience,r-bloggers.com,NA,NA,NA,FALSE,FALSE,43,12,NA,en,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
