dma_boundary UniqueID,Latitude,Longitude,point_order,sub_polygon_id,Media Market
149,34.7278,-84.0926,18,1,"Chattanooga, TN"
149,34.6026,-84.1886,19,1,"Chattanooga, TN"
149,34.844,-84.3716,20,1,"Chattanooga, TN"
149,34.8553,-84.6187,21,1,"Chattanooga, TN"
149,34.5832,-84.6545,22,1,"Chattanooga, TN"
149,34.6344,-84.9139,23,1,"Chattanooga, TN"
149,34.5887,-85.5273,24,1,"Chattanooga, TN"
148,32.6396,-79.9735,1,6,"Charleston, SC"
148,32.6743,-79.9035,2,6,"Charleston, SC"
148,32.6873,-79.8915,3,6,"Charleston, SC"
148,32.6969,-79.8982,4,6,"Charleston, SC"
148,32.6881,-79.8869,5,6,"Charleston, SC"
148,32.6825,-79.8866,6,6,"Charleston, SC"
148,32.6652,-79.9152,7,6,"Charleston, SC"
148,32.6396,-79.9735,8,6,"Charleston, SC"
148,32.755,-79.8484,1,5,"Charleston, SC"
148,32.7667,-79.8659,2,5,"Charleston, SC"
148,32.7755,-79.813,3,5,"Charleston, SC"
148,32.7663,-79.8182,4,5,"Charleston, SC"
148,32.755,-79.8484,5,5,"Charleston, SC"
148,32.7754,-79.8078,1,4,"Charleston, SC"
148,32.8101,-79.7503,2,4,"Charleston, SC"
148,32.8272,-79.737,3,4,"Charleston, SC"
148,32.8136,-79.7168,4,4,"Charleston, SC"
148,32.7754,-79.8078,5,4,"Charleston, SC"
148,32.8257,-79.7216,1,3,"Charleston, SC"
148,32.8468,-79.7264,2,3,"Charleston, SC"
148,32.8484,-79.7011,3,3,"Charleston, SC"
148,32.836,-79.7028,4,3,"Charleston, SC"
148,32.8257,-79.7216,5,3,"Charleston, SC"
148,33.5214,-79.0413,1,2,"Charleston, SC"
148,33.524,-79.04,2,2,"Charleston, SC"
148,33.5267,-79.0359,3,2,"Charleston, SC"
148,33.5247,-79.0374,4,2,"Charleston, SC"
148,33.5214,-79.0413,5,2,"Charleston, SC"
148,32.6892,-79.8967,1,1,"Charleston, SC"
148,32.4707,-80.4135,2,1,"Charleston, SC"
148,32.6713,-80.6709,3,1,"Charleston, SC"
148,32.697,-80.8227,4,1,"Charleston, SC"
148,33.0264,-81.0826,5,1,"Charleston, SC"
148,33.1026,-80.9372,6,1,"Charleston, SC"
148,33.0618,-80.8962,7,1,"Charleston, SC"
148,33.1255,-80.8953,8,1,"Charleston, SC"
148,33.3345,-80.5028,9,1,"Charleston, SC"
148,33.2578,-80.4271,10,1,"Charleston, SC"
148,33.2857,-80.2726,11,1,"Charleston, SC"
148,33.4479,-80.2221,12,1,"Charleston, SC"
148,33.4969,-80.1017,13,1,"Charleston, SC"
148,33.7679,-79.9956,14,1,"Charleston, SC"
148,33.8917,-79.8549,15,1,"Charleston, SC"
148,33.7752,-79.4967,16,1,"Charleston, SC"
148,33.815,-79.352,17,1,"Charleston, SC"
148,33.5718,-79.1007,18,1,"Charleston, SC"
148,33.5723,-79.0019,19,1,"Charleston, SC"
148,33.4785,-79.0879,20,1,"Charleston, SC"
148,33.3936,-79.1411,21,1,"Charleston, SC"
148,33.2069,-79.1717,22,1,"Charleston, SC"
148,33.3407,-79.2889,23,1,"Charleston, SC"
148,33.1719,-79.1893,24,1,"Charleston, SC"
148,33.059,-79.4534,25,1,"Charleston, SC"
148,33.062,-79.4214,26,1,"Charleston, SC"
148,33.0156,-79.4124,27,1,"Charleston, SC"
148,33.0005,-79.4931,28,1,"Charleston, SC"
148,33.0732,-79.4539,29,1,"Charleston, SC"
148,33.0173,-79.5651,30,1,"Charleston, SC"
148,32.9527,-79.6176,31,1,"Charleston, SC"
148,32.9067,-79.5773,32,1,"Charleston, SC"
148,32.8709,-79.7415,33,1,"Charleston, SC"
148,32.8155,-79.8012,34,1,"Charleston, SC"
148,32.8099,-79.7556,35,1,"Charleston, SC"
148,32.802,-79.9318,36,1,"Charleston, SC"
148,32.6892,-79.8967,37,1,"Charleston, SC"
147,30.228,-88.3048,1,6,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.266,-88.1152,2,6,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2482,-88.0745,3,6,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.247,-88.1923,4,6,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.228,-88.3048,5,6,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2812,-87.5391,1,5,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2995,-87.5045,2,5,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3056,-87.4565,3,5,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2932,-87.4852,4,5,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2812,-87.5391,5,5,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2756,-87.5434,1,4,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2802,-87.5467,2,4,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2794,-87.5348,3,4,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2961,-87.452,4,4,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3125,-87.4361,5,4,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3015,-87.4077,6,4,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3264,-87.3123,7,4,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3172,-87.3209,8,4,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2756,-87.5434,9,4,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3155,-87.2678,1,3,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3299,-87.3015,2,3,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3222,-87.2103,3,3,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3442,-87.1503,4,3,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4025,-86.7251,5,3,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4009,-86.5949,6,3,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3876,-86.5154,7,3,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3155,-87.2678,8,3,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3786,-86.3973,1,2,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3811,-86.5073,2,2,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.397,-86.5156,3,2,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4104,-86.4379,4,2,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3786,-86.3973,5,2,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.317,-88.1915,1,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3653,-88.1889,2,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3866,-88.3959,3,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.9983,-88.4254,4,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.9984,-88.8409,5,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.4337,-88.8417,6,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.4358,-88.4494,7,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.6979,-88.4644,8,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.6993,-88.0883,9,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.8183,-88.1808,10,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.9235,-88.0552,11,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.9477,-88.1226,12,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.9902,-88.0735,13,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.9914,-87.6678,14,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.8271,-87.6201,15,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.8306,-86.9069,16,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.5466,-86.8664,17,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.5238,-86.7015,18,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.4188,-86.6654,19,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,31.0004,-86.7002,20,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.9942,-86.3886,21,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.454,-86.3946,22,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.5223,-86.4998,23,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4628,-86.491,24,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4325,-86.6393,25,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4012,-86.6022,26,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4102,-86.7751,27,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3954,-86.9499,28,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.342,-87.1827,29,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.44,-86.8744,30,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.5048,-87.0219,31,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.5792,-86.988,32,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4387,-87.0928,33,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.5181,-87.0991,34,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.5828,-87.1894,35,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4279,-87.1752,36,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3608,-87.3523,37,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3745,-87.2666,38,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3441,-87.2671,39,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3091,-87.4006,40,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3143,-87.4302,41,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3132,-87.4984,42,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4303,-87.3403,43,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4573,-87.4147,44,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4792,-87.4347,45,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4891,-87.4284,46,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4981,-87.4309,47,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.5002,-87.4383,48,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4749,-87.4349,49,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4531,-87.4163,50,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4463,-87.3892,51,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4233,-87.4002,52,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2751,-87.552,53,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2296,-87.7989,54,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2209,-88.0273,55,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.2818,-87.7547,56,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.4115,-87.9077,57,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.7767,-87.9981,58,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.3642,-88.1117,59,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
147,30.317,-88.1915,60,1,"Mobile, AL-Pensacola (Ft. Walton Beach), FL"
146,35.1559,-83.7381,1,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.2575,-83.7086,2,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.2169,-83.9588,3,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.2905,-84.0287,4,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.4117,-84.023,5,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.5187,-83.8801,6,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.5631,-83.498,7,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.7649,-83.1592,8,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.7911,-82.9616,9,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.9288,-82.9199,10,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.9272,-82.805,11,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,36.053,-82.6701,12,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.9539,-82.5579,13,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,36.1156,-82.3552,14,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,36.1495,-82.1479,15,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.9421,-82.0342,16,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.9376,-81.9236,17,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.8069,-81.987,18,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.7196,-81.8694,19,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.575,-81.8242,20,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.5798,-81.6923,21,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.1805,-81.7681,22,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.1649,-81.3667,23,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.0464,-81.4098,24,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.0301,-81.4881,25,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.4944,-81.4232,26,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.4449,-81.5406,27,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.533,-81.6436,28,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.2999,-81.8957,29,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.2031,-81.945,30,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.1325,-81.8684,31,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,33.9617,-82.0079,32,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.0187,-82.245,33,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,33.9719,-82.3057,34,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.0641,-82.3269,35,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.0809,-82.4843,36,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.0139,-82.5948,37,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,33.9558,-82.5646,38,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,33.983,-82.8629,39,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.1679,-83.1022,40,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.2749,-83.1129,41,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.2232,-83.3548,42,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.4453,-83.3888,43,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.4812,-83.4599,44,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.8157,-83.3064,45,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.9971,-83.1023,46,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,34.9964,-83.5204,47,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.153,-83.6475,48,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
146,35.1559,-83.7381,49,1,"Greenville-Spartanburg, SC-Asheville, NC-Anderson,SC"
145,33.8357,-100.5187,1,1,"Amarillo, TX"
145,34.3141,-100.5173,2,1,"Amarillo, TX"
145,34.3128,-103.044,3,1,"Amarillo, TX"
145,33.5706,-103.0526,4,1,"Amarillo, TX"
145,33.5703,-103.5103,5,1,"Amarillo, TX"
145,33.6572,-103.5097,6,1,"Amarillo, TX"
145,33.6561,-103.7183,7,1,"Amarillo, TX"
145,33.8193,-103.7168,8,1,"Amarillo, TX"
145,33.8193,-103.8419,9,1,"Amarillo, TX"
145,34.0817,-103.8416,10,1,"Amarillo, TX"
145,34.0828,-103.9459,11,1,"Amarillo, TX"
145,34.605,-103.9488,12,1,"Amarillo, TX"
145,34.6052,-104.1289,13,1,"Amarillo, TX"
145,35.1422,-104.1248,14,1,"Amarillo, TX"
145,35.2641,-103.8577,15,1,"Amarillo, TX"
145,35.2409,-103.6371,16,1,"Amarillo, TX"
145,35.3897,-103.6371,17,1,"Amarillo, TX"
145,35.398,-103.3799,18,1,"Amarillo, TX"
145,36.0864,-103.365,19,1,"Amarillo, TX"
145,36.0858,-103.7943,20,1,"Amarillo, TX"
145,36.174,-103.794,21,1,"Amarillo, TX"
145,36.1745,-104.009,22,1,"Amarillo, TX"
145,36.9962,-104.0079,23,1,"Amarillo, TX"
145,36.9931,-102.0422,24,1,"Amarillo, TX"
145,37.3892,-102.0416,25,1,"Amarillo, TX"
145,37.3885,-101.5566,26,1,"Amarillo, TX"
145,36.9954,-101.5552,27,1,"Amarillo, TX"
145,37.0017,-100.0026,28,1,"Amarillo, TX"
145,34.2244,-99.9976,29,1,"Amarillo, TX"
145,34.2298,-100.047,30,1,"Amarillo, TX"
145,33.836,-100.0485,31,1,"Amarillo, TX"
145,33.8357,-100.5187,32,1,"Amarillo, TX"
144,31.5039,-95.7399,1,1,"Waco-Temple-Bryan, TX"
144,31.3245,-95.6559,2,1,"Waco-Temple-Bryan, TX"
144,31.1206,-95.7769,3,1,"Waco-Temple-Bryan, TX"
144,31.0518,-95.63,4,1,"Waco-Temple-Bryan, TX"
144,30.987,-95.6812,5,1,"Waco-Temple-Bryan, TX"
144,30.918,-95.6119,6,1,"Waco-Temple-Bryan, TX"
144,30.823,-96.1683,7,1,"Waco-Temple-Bryan, TX"
144,30.5992,-96.1882,8,1,"Waco-Temple-Bryan, TX"
144,30.4312,-96.0809,9,1,"Waco-Temple-Bryan, TX"
144,30.3307,-96.1549,10,1,"Waco-Temple-Bryan, TX"
144,30.3977,-96.1974,11,1,"Waco-Temple-Bryan, TX"
144,30.296,-96.6759,12,1,"Waco-Temple-Bryan, TX"
144,30.5571,-96.9638,13,1,"Waco-Temple-Bryan, TX"
144,30.4573,-97.1552,14,1,"Waco-Temple-Bryan, TX"
144,30.7357,-97.2714,15,1,"Waco-Temple-Bryan, TX"
144,30.9108,-97.8286,16,1,"Waco-Temple-Bryan, TX"
144,31.0349,-97.9117,17,1,"Waco-Temple-Bryan, TX"
144,31.0295,-98.4397,18,1,"Waco-Temple-Bryan, TX"
144,30.9214,-98.4458,19,1,"Waco-Temple-Bryan, TX"
144,30.922,-99.0924,20,1,"Waco-Temple-Bryan, TX"
144,31.4608,-99.0906,21,1,"Waco-Temple-Bryan, TX"
144,31.6107,-98.7801,22,1,"Waco-Temple-Bryan, TX"
144,31.6879,-98.7601,23,1,"Waco-Temple-Bryan, TX"
144,31.7236,-98.4928,24,1,"Waco-Temple-Bryan, TX"
144,31.4164,-98.2711,25,1,"Waco-Temple-Bryan, TX"
144,31.711,-97.6898,26,1,"Waco-Temple-Bryan, TX"
144,31.5878,-97.6052,27,1,"Waco-Temple-Bryan, TX"
144,31.8631,-97.0373,28,1,"Waco-Temple-Bryan, TX"
144,31.7089,-96.9322,29,1,"Waco-Temple-Bryan, TX"
144,31.8149,-96.7191,30,1,"Waco-Temple-Bryan, TX"
144,31.7962,-96.4967,31,1,"Waco-Temple-Bryan, TX"
144,31.4134,-96.2366,32,1,"Waco-Temple-Bryan, TX"
144,31.6541,-95.7388,33,1,"Waco-Temple-Bryan, TX"
144,31.5039,-95.7399,34,1,"Waco-Temple-Bryan, TX"
143,29.6906,-93.838,1,1,"Beaumont-Port Arthur, TX"
143,29.5604,-94.3542,2,1,"Beaumont-Port Arthur, TX"
143,29.8875,-94.358,3,1,"Beaumont-Port Arthur, TX"
143,29.8871,-94.4422,4,1,"Beaumont-Port Arthur, TX"
143,30.113,-94.4451,5,1,"Beaumont-Port Arthur, TX"
143,30.1121,-94.5963,6,1,"Beaumont-Port Arthur, TX"
143,30.4901,-94.7327,7,1,"Beaumont-Port Arthur, TX"
143,30.4911,-94.5379,8,1,"Beaumont-Port Arthur, TX"
143,31.012,-94.658,9,1,"Beaumont-Port Arthur, TX"
143,31.1845,-93.5333,10,1,"Beaumont-Port Arthur, TX"
143,30.8249,-93.5541,11,1,"Beaumont-Port Arthur, TX"
143,30.5396,-93.7403,12,1,"Beaumont-Port Arthur, TX"
143,30.057,-93.7002,13,1,"Beaumont-Port Arthur, TX"
143,29.8096,-93.928,14,1,"Beaumont-Port Arthur, TX"
143,29.6906,-93.838,15,1,"Beaumont-Port Arthur, TX"
142,35.7635,-93.5192,1,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.7687,-93.696,2,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.3752,-93.7101,3,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.4279,-93.4355,4,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.3281,-93.4206,5,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.3174,-93.2783,6,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.2125,-93.28,7,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.1349,-93.7067,8,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,34.7453,-93.7103,9,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,34.6653,-93.8782,10,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,34.729,-94.4546,11,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,34.5075,-94.4611,12,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,34.5069,-94.9376,13,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,34.6809,-94.9378,14,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,34.6807,-95.0596,15,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,34.855,-95.0595,16,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,34.9422,-94.9278,17,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.2026,-94.9279,18,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.2023,-94.8143,19,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.3233,-94.8136,20,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.4614,-95.0856,21,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.6389,-95.1275,22,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.6386,-94.4726,23,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,36.4994,-94.6179,24,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,36.4987,-93.8668,25,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,36.3075,-93.8691,26,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,36.3031,-93.6576,27,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,36.1557,-93.5855,28,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,36.0807,-93.4456,29,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
142,35.7635,-93.5192,30,1,"Ft. Smith-Fayetteville-Springdale-Rogers, AR"
141,37.2795,-87.8,1,1,"Evansville, IN"
141,37.3184,-87.8517,2,1,"Evansville, IN"
141,37.3819,-87.801,3,1,"Evansville, IN"
141,37.5871,-88.1402,4,1,"Evansville, IN"
141,37.6657,-88.1574,5,1,"Evansville, IN"
141,37.7992,-88.028,6,1,"Evansville, IN"
141,37.8232,-88.0915,7,1,"Evansville, IN"
141,37.8386,-88.0282,8,1,"Evansville, IN"
141,37.916,-88.1361,9,1,"Evansville, IN"
141,37.9084,-88.3745,10,1,"Evansville, IN"
141,38.2555,-88.3705,11,1,"Evansville, IN"
141,38.2567,-88.7024,12,1,"Evansville, IN"
141,38.6062,-88.6985,13,1,"Evansville, IN"
141,38.5682,-87.6515,14,1,"Evansville, IN"
141,38.4144,-87.7437,15,1,"Evansville, IN"
141,38.5407,-87.4255,16,1,"Evansville, IN"
141,38.5263,-86.6824,17,1,"Evansville, IN"
141,38.2631,-86.6795,18,1,"Evansville, IN"
141,38.2068,-86.4604,19,1,"Evansville, IN"
141,38.0786,-86.4301,20,1,"Evansville, IN"
141,37.7928,-86.678,21,1,"Evansville, IN"
141,37.5519,-86.5766,22,1,"Evansville, IN"
141,37.5497,-86.6689,23,1,"Evansville, IN"
141,37.3953,-86.612,24,1,"Evansville, IN"
141,37.3281,-86.8165,25,1,"Evansville, IN"
141,37.1375,-86.9384,26,1,"Evansville, IN"
141,37.0888,-86.8942,27,1,"Evansville, IN"
141,37.0449,-87.1172,28,1,"Evansville, IN"
141,37.0404,-87.2504,29,1,"Evansville, IN"
141,37.1569,-87.3336,30,1,"Evansville, IN"
141,37.1053,-87.5214,31,1,"Evansville, IN"
141,37.1494,-87.6803,32,1,"Evansville, IN"
141,37.2795,-87.8,33,1,"Evansville, IN"
140,31.7005,-98.6684,1,1,"Abilene-Sweetwater, TX"
140,31.4721,-99.0093,2,1,"Abilene-Sweetwater, TX"
140,31.4829,-99.2387,3,1,"Abilene-Sweetwater, TX"
140,31.4097,-99.3144,4,1,"Abilene-Sweetwater, TX"
140,31.4679,-99.6269,5,1,"Abilene-Sweetwater, TX"
140,31.5771,-99.7066,6,1,"Abilene-Sweetwater, TX"
140,31.5814,-100.2346,7,1,"Abilene-Sweetwater, TX"
140,32.0824,-100.2351,8,1,"Abilene-Sweetwater, TX"
140,32.0872,-101.184,9,1,"Abilene-Sweetwater, TX"
140,32.9636,-101.1734,10,1,"Abilene-Sweetwater, TX"
140,32.9629,-100.5192,11,1,"Abilene-Sweetwater, TX"
